-10.0	9.631
-15.0	8.268
-20.0	8.621
-25.0	9.069
-12000	9.069
2012-12-15 00:00:00	7	2
-0.0	13.478
-5.0	11.745
-10.0	11.165
-15.0	9.821
-20.0	9.789
-25.0	10.098
-12000	10.098
2013-01-15 00:00:00	7	2
-0.0	15.234
-5.0	13.932
-10.0	13.109
-15.0	11.525
-20.0	11.487
-25.0	11.716
-12000	11.716
2013-02-15 00:00:00	7	2
-0.0	16.809
-5.0	15.785
-10.0	14.554
-15.0	12.061
-20.0	11.994
-25.0	12.239
-12000	12.239
2013-03-15 00:00:00	7	2
-0.0	16.278
-5.0	14.287
-10.0	13.501
-15.0	12.415
-20.0	12.668
-25.0	13.177
-12000	13.177
2013-04-15 00:00:00	7	2
-0.0	10.690
-5.0	9.251
-10.0	9.173
-15.0	9.633
-20.0	9.551
-25.0	9.803
-12000	9.803
2013-05-15 00:00:00	7	2
-0.0	9.457
-5.0	8.919
-10.0	9.019
-15.0	8.669
-20.0	8.915
-25.0	8.989
-12000	8.989
2013-06-15 00:00:00	7	2
-0.0	11.448
-5.0	10.559
-10.0	10.086
-15.0	8.961
-20.0	8.832
-25.0	9.099
-12000	9.099
2013-07-15 00:00:00	7	2
-0.0	12.005
-5.0	11.200
-10.0	10.673
-15.0	8.735
-20.0	8.922
-25.0	9.117
-12000	9.117
2013-08-15 00:00:00	7	2
-0.0	13.933
-5.0	12.418
-10.0	11.855
-15.0	9.117
-20.0	9.577
-25.0	10.462
-12000	10.462
2013-09-15 00:00:00	7	2
-0.0	13.646
-5.0	12.632
-10.0	11.748
-15.0	9.317
-20.0	9.401
-25.0	10.521
-12000	10.521
2013-10-15 00:00:00	7	2
-0.0	12.469
-5.0	11.760
-10.0	11.444
-15.0	10.213
-20.0	10.688
-25.0	11.296
-12000	11.296
2013-11-15 00:00:00	7	2
-0.0	11.031
-5.0	10.137
-10.0	9.631
-15.0	8.268
-20.0	8.621
-25.0	9.069
-12000	9.069
2013-12-15 00:00:00	7	2
-0.0	13.478
-5.0	11.745
-10.0	11.165
-15.0	9.821
-20.0	9.789
-25.0	10.098
-12000	10.098
2014-01-15 00:00:00	7	2
-0.0	15.234
-5.0	13.932
-10.0	13.109
-15.0	11.525
-20.0	11.487
-25.0	11.716
-12000	11.716
2014-02-15 00:00:00	7	2
-0.0	16.809
-5.0	15.785
-10.0	14.554
-15.0	12.061
-20.0	11.994
-25.0	12.239
-12000	12.239
2014-03-15 00:00:00	7	2
-0.0	16.278
-5.0	14.287
-10.0	13.501
-15.0	12.415
-20.0	12.668
-25.0	13.177
-12000	13.177
2014-04-15 00:00:00	7	2
-0.0	10.690
-5.0	9.251
-10.0	9.173
-15.0	9.633
-20.0	9.551
-25.0	9.803
-12000	9.803
2014-05-15 00:00:00	7	2
-0.0	9.457
-5.0	8.919
-10.0	9.019
-15.0	8.669
-20.0	8.915
-25.0	8.989
-12000	8.989
2014-06-15 00:00:00	7	2
-0.0	11.448
-5.0	10.559
-10.0	10.086
-15.0	8.961
-20.0	8.832
-25.0	9.099
-12000	9.099
2014-07-15 00:00:00	7	2
-0.0	12.005
-5.0	11.200
-10.0	10.673
-15.0	8.735
-20.0	8.922
-25.0	9.117
-12000	9.117
2014-08-15 00:00:00	7	2
-0.0	13.933
-5.0	12.418
-10.0	11.855
-15.0	9.117
-20.0	9.577
-25.0	10.462
-12000	10.462
2014-09-15 00:00:00	7	2
-0.0	13.646
-5.0	12.632
-10.0	11.748
-15.0	9.317
-20.0	9.401
-25.0	10.521
-12000	10.521
2014-10-15 00:00:00	7	2
-0.0	12.469
-5.0	11.760
-10.0	11.444
-15.0	10.213
-20.0	10.688
-25.0	11.296
-12000	11.296
2014-11-15 00:00:00	7	2
-0.0	11.031
-5.0	10.137
-10.0	9.631
-15.0	8.268
-20.0	8.621
-25.0	9.069
-12000	9.069
2014-12-15 00:00:00	7	2
-0.0	13.478
-5.0	11.745
-10.0	11.165
-15.0	9.821
-20.0	9.789
-25.0	10.098
-12000	10.098
2015-01-15 00:00:00	7	2
-0.0	15.234
-5.0	13.932
-10.0	13.109
-15.0	11.525
-20.0	11.487
-25.0	11.716
-12000	11.716
2015-02-15 00:00:00	7	2
-0.0	16.809
-5.0	15.785
-10.0	14.554
-15.0	12.061
-20.0	11.994
-25.0	12.239
-12000	12.239
2015-03-15 00:00:00	7	2
-0.0	16.278
-5.0	14.287
-10.0	13.501
-15.0	12.415
-20.0	12.668
-25.0	13.177
-12000	13.177
2015-04-15 00:00:00	7	2
-0.0	10.690
-5.0	9.251
-10.0	9.173
-15.0	9.633
-20.0	9.551
-25.0	9.803
-12000	9.803
2015-05-15 00:00:00	7	2
-0.0	9.457
-5.0	8.919
-10.0	9.019
-15.0	8.669
-20.0	8.915
-25.0	8.989
-12000	8.989
2015-06-15 00:00:00	7	2
-0.0	11.448
-5.0	10.559
-10.0	10.086
-15.0	8.961
-20.0	8.832
-25.0	9.099
-12000	9.099
2015-07-15 00:00:00	7	2
-0.0	12.005
-5.0	11.200
-10.0	10.673
-15.0	8.735
-20.0	8.922
-25.0	9.117
-12000	9.117
2015-08-15 00:00:00	7	2
-0.0	13.933
-5.0	12.418
-10.0	11.855
-15.0	9.117
-20.0	9.577
-25.0	10.462
-12000	10.462
2015-09-15 00:00:00	7	2
-0.0	13.646
-5.0	12.632
-10.0	11.748
-15.0	9.317
-20.0	9.401
-25.0	10.521
-12000	10.521
2015-10-15 00:00:00	7	2
-0.0	12.469
-5.0	11.760
-10.0	11.444
-15.0	10.213
-20.0	10.688
-25.0	11.296
-12000	11.296
2015-11-15 00:00:00	7	2
-0.0	11.031
-5.0	10.137
-10.0	9.631
-15.0	8.268
-20.0	8.621
-25.0	9.069
-12000	9.069
2015-12-15 00:00:00	7	2
-0.0	13.478
-5.0	11.745
-10.0	11.165
-15.0	9.821
-20.0	9.789
-25.0	10.098
-12000	10.098
2016-01-15 00:00:00	7	2
-0.0	15.234
-5.0	13.932
-10.0	13.109
-15.0	11.525
-20.0	11.487
-25.0	11.716
-12000	11.716
2016-02-15 00:00:00	7	2
-0.0	16.809
-5.0	15.785
-10.0	14.554
-15.0	12.061
-20.0	11.994
-25.0	12.239
-12000	12.239
2016-03-15 00:00:00	7	2
-0.0	16.278
-5.0	14.287
-10.0	13.501
-15.0	12.415
-20.0	12.668
-25.0	13.177
-12000	13.177
2016-04-15 00:00:00	7	2
-0.0	10.690
-5.0	9.251
-10.0	9.173
-15.0	9.633
-20.0	9.551
-25.0	9.803
-12000	9.803
2016-05-15 00:00:00	7	2
-0.0	9.457
-5.0	8.919
-10.0	9.019
-15.0	8.669
-20.0	8.915
-25.0	8.989
-12000	8.989
2016-06-15 00:00:00	7	2
-0.0	11.448
-5.0	10.559
-10.0	10.086
-15.0	8.961
-20.0	8.832
-25.0	9.099
-12000	9.099
2016-07-15 00:00:00	7	2
-0.0	12.005
-5.0	11.200
-10.0	10.673
-15.0	8.735
-20.0	8.922
-25.0	9.117
-12000	9.117
2016-08-15 00:00:00	7	2
-0.0	13.933
-5.0	12.418
-10.0	11.855
-15.0	9.117
-20.0	9.577
-25.0	10.462
-12000	10.462
2016-09-15 00:00:00	7	2
-0.0	13.646
-5.0	12.632
-10.0	11.748
-15.0	9.317
-20.0	9.401
-25.0	10.521
-12000	10.521
2016-10-15 00:00:00	7	2
-0.0	12.469
-5.0	11.760
-10.0	11.444
-15.0	10.213
-20.0	10.688
-25.0	11.296
-12000	11.296
2016-11-15 00:00:00	7	2
-0.0	11.031
-5.0	10.137
-10.0	9.631
-15.0	8.268
-20.0	8.621
-25.0	9.069
-12000	9.069
2016-12-15 00:00:00	7	2
-0.0	13.478
-5.0	11.745
-10.0	11.165
-15.0	9.821
-20.0	9.789
-25.0	10.098
-12000	10.098
2017-01-15 00:00:00	7	2
-0.0	15.234
-5.0	13.932
-10.0	13.109
-15.0	11.525
-20.0	11.487
-25.0	11.716
-12000	11.716
2017-02-15 00:00:00	7	2
-0.0	16.809
-5.0	15.785
-10.0	14.554
-15.0	12.061
-20.0	11.994
-25.0	12.239
-12000	12.239
2017-03-15 00:00:00	7	2
-0.0	16.278
-5.0	14.287
-10.0	13.501
-15.0	12.415
-20.0	12.668
-25.0	13.177
-12000	13.177
2017-04-15 00:00:00	7	2
-0.0	10.690
-5.0	9.251
-10.0	9.173
-15.0	9.633
-20.0	9.551
-25.0	9.803
-12000	9.803
2017-05-15 00:00:00	7	2
-0.0	9.457
-5.0	8.919
-10.0	9.019
-15.0	8.669
-20.0	8.915
-25.0	8.989
-12000	8.989
2017-06-15 00:00:00	7	2
-0.0	11.448
-5.0	10.559
-10.0	10.086
-15.0	8.961
-20.0	8.832
-25.0	9.099
-12000	9.099
2017-07-15 00:00:00	7	2
-0.0	12.005
-5.0	11.200
-10.0	10.673
-15.0	8.735
-20.0	8.922
-25.0	9.117
-12000	9.117
2017-08-15 00:00:00	7	2
-0.0	13.933
-5.0	12.418
-10.0	11.855
-15.0	9.117
-20.0	9.577
-25.0	10.462
-12000	10.462
2017-09-15 00:00:00	7	2
-0.0	13.646
-5.0	12.632
-10.0	11.748
-15.0	9.317
-20.0	9.401
-25.0	10.521
-12000	10.521
2017-10-15 00:00:00	7	2
-0.0	12.469
-5.0	11.760
-10.0	11.444
-15.0	10.213
-20.0	10.688
